playerA,PlayerB,who_win,Aset1,Aset2,Aset3,Aset4,Aset5,Bset1,Bset2,Bset3,Bset4,Bset5,Exact Number of Sets,Total Points,First Game Winner,Sets Decided by Extra Points
345232,343944,0,11,6,11,9,11,7,11,8,11,9,5,94,0,0
349873,348022,0,11,11,4,9,11,9,7,11,11,9,5,93,0,0
348109,350321,1,7,14,9,17,8,11,12,11,15,11,5,115,1,2
345232,343606,0,6,11,11,11,-,11,3,9,6,-,4,68,1,0
349873,348348,1,4,9,8,-,-,11,11,11,-,-,3,54,1,0
348109,349676,0,8,11,11,11,-,11,8,8,7,-,4,75,1,0
344104,343944,0,8,6,11,11,11,11,11,6,5,5,5,85,1,0
346814,348022,1,11,11,11,6,7,13,9,9,11,11,5,99,1,1
347856,350321,0,11,11,15,-,-,7,6,13,-,-,3,63,0,1
343944,343606,0,11,11,11,-,-,7,7,5,-,-,3,52,0,0
348022,348348,1,13,9,14,11,7,15,11,12,4,11,5,107,1,2
350321,349676,1,3,8,6,-,-,11,11,11,-,-,3,50,1,0
344104,345232,0,11,11,11,-,-,6,5,7,-,-,3,51,0,0
346814,349873,0,2,13,11,9,12,11,11,6,11,10,5,96,1,2
347856,348109,0,11,11,11,-,-,6,9,6,-,-,3,54,0,0
348147,345347,1,13,12,6,8,9,11,10,11,11,11,5,102,0,2
350328,343608,1,11,15,8,8,-,5,17,11,11,-,4,86,0,1
349212,349213,1,7,6,11,8,-,11,11,9,11,-,4,74,1,0
346151,346617,0,12,11,8,11,-,10,8,11,9,-,4,80,0,1
343608,350329,1,4,11,9,7,-,11,9,11,11,-,4,73,1,0
343802,343930,0,11,10,11,11,-,6,12,9,9,-,4,79,0,1
345240,345349,1,12,6,11,7,5,10,11,6,11,11,5,90,0,1
346151,345702,1,14,11,10,8,-,16,9,12,11,-,4,91,1,2
345347,343930,1,8,9,11,9,-,11,11,8,11,-,4,78,1,0
345706,343802,0,11,11,8,11,-,9,7,11,9,-,4,77,0,0
346249,345240,0,12,8,11,7,11,10,11,7,11,7,5,95,0,1
345420,345702,1,8,5,5,-,-,11,11,11,-,-,3,51,1,0
350329,345706,1,8,10,11,-,-,11,12,13,-,-,3,65,1,2
348147,350328,1,5,7,11,7,-,11,11,8,11,-,4,71,1,0
345505,349212,0,11,11,11,-,-,5,2,6,-,-,3,46,0,0
345420,346617,1,11,10,11,8,-,13,12,7,11,-,4,83,1,2
350328,345347,1,8,11,11,9,8,11,4,6,11,11,5,90,1,0
350329,348147,1,12,9,15,9,-,10,11,17,11,-,4,94,0,2
345501,345505,0,11,8,11,11,-,7,11,9,9,-,4,77,0,0
346151,345420,0,8,11,11,11,-,11,5,6,6,-,4,69,1,0
343802,343608,1,10,5,9,-,-,12,11,11,-,-,3,58,1,1
343930,345706,1,11,4,11,7,9,9,11,5,11,11,5,89,0,0
345349,346249,0,11,11,11,-,-,4,4,5,-,-,3,46,0,0
345702,346617,0,13,11,11,-,-,11,5,6,-,-,3,57,0,1
345347,345706,0,5,11,11,8,11,11,8,7,11,9,5,92,1,0
343608,343930,1,4,11,7,11,8,11,7,11,9,11,5,90,1,0
349213,345349,1,14,6,3,-,-,16,11,11,-,-,3,61,1,1
346617,346151,0,11,6,7,11,12,7,11,11,7,10,5,93,0,1
348147,343802,0,8,11,11,8,11,11,6,8,11,8,5,93,1,0
350328,350329,1,5,12,9,11,8,11,10,11,6,11,5,94,1,1
349212,345501,1,9,11,7,11,10,11,7,11,9,12,5,98,1,1
345702,345420,1,6,9,11,4,-,11,11,6,11,-,4,69,1,0
350329,345347,1,7,9,11,9,-,11,11,9,11,-,4,78,1,0
343802,350328,1,11,3,4,2,-,6,11,11,11,-,4,59,0,0
345240,349212,0,9,11,11,11,-,11,4,4,8,-,4,69,1,0
345702,346151,0,11,9,11,8,11,7,11,6,11,7,5,92,0,0
343930,348147,0,15,11,17,11,-,17,8,15,5,-,4,99,1,2
345706,343608,1,9,11,9,8,-,11,9,11,11,-,4,79,1,0
346249,349213,1,5,8,11,7,-,11,11,8,11,-,4,72,1,0
346617,345420,0,3,11,11,11,-,11,6,8,4,-,4,65,1,0
345347,343608,1,7,8,7,-,-,11,11,11,-,-,3,55,1,0
348147,345706,0,11,6,11,10,11,9,11,7,12,8,5,96,0,1
345505,346249,0,11,11,3,7,11,4,5,11,11,3,5,77,0,0
345420,346151,0,5,8,11,11,11,11,11,9,7,3,5,87,1,0
350328,343930,0,6,3,11,11,11,11,11,6,8,3,5,81,1,0
350329,343802,0,11,11,9,12,-,7,9,11,10,-,4,80,0,1
345501,345240,1,10,11,10,11,9,12,6,12,8,11,5,100,1,2
346617,345702,0,11,11,3,11,-,7,7,11,8,-,4,69,0,0
343802,345347,1,11,7,4,7,-,9,11,11,11,-,4,71,0,0
343930,350329,1,11,11,6,7,4,8,6,11,11,11,5,86,0,0
345349,345501,1,9,11,11,6,-,11,13,9,11,-,4,81,1,1
345706,350328,1,9,8,7,-,-,11,11,11,-,-,3,57,1,0
343608,348147,1,8,7,11,6,-,11,11,9,11,-,4,74,1,0
349213,345505,0,11,14,11,-,-,6,12,5,-,-,3,59,0,1
345235,346616,1,8,9,11,6,-,11,11,6,11,-,4,73,1,0
345350,345552,0,11,11,11,-,-,7,6,6,-,-,3,52,0,0
345227,345243,0,10,11,11,11,11,12,6,6,13,5,5,96,1,2
345235,345243,1,9,10,11,5,-,11,12,9,11,-,4,78,1,1
345350,349022,0,11,11,11,-,-,2,7,8,-,-,3,50,0,0
345227,346616,0,13,11,11,11,-,15,8,8,8,-,4,85,1,1
345235,345227,1,7,9,7,-,-,11,11,11,-,-,3,56,1,0
345243,346616,0,9,8,11,11,11,11,11,4,3,4,5,83,1,0
349022,345552,1,14,8,11,-,-,16,11,13,-,-,3,73,1,2
346616,345235,0,11,11,11,-,-,5,8,8,-,-,3,54,0,0
345552,345350,1,8,3,11,11,9,11,11,7,8,11,5,90,1,0
345243,345227,1,11,6,15,6,8,7,11,13,11,11,5,99,0,1
345243,345235,0,9,13,11,11,12,11,15,8,8,10,5,108,1,2
349022,345350,1,6,3,8,-,-,11,11,11,-,-,3,50,1,0
346616,345227,1,11,4,11,8,8,7,11,6,11,11,5,88,0,0
345227,345235,0,11,5,11,11,-,7,11,7,8,-,4,71,0,0
346616,345243,0,11,11,11,-,-,6,7,8,-,-,3,54,0,0
345552,349022,0,13,9,11,11,-,11,11,6,5,-,4,77,0,1
345352,349022,0,11,5,11,11,-,7,11,9,6,-,4,71,0,0
345352,345552,0,11,11,5,20,-,9,6,11,18,-,4,91,0,1
345350,345352,1,11,8,8,9,-,7,11,11,11,-,4,76,0,0
349022,345352,1,11,11,10,5,7,6,7,12,11,11,5,91,0,1
345552,345352,0,11,6,11,11,-,5,11,9,9,-,4,73,0,0
345352,345350,1,14,4,4,-,-,16,11,11,-,-,3,60,1,1
346814,343930,1,8,8,7,-,-,11,11,11,-,-,3,56,1,0
344197,345539,1,7,6,5,-,-,11,11,11,-,-,3,51,1,0
346814,345539,1,6,9,7,-,-,11,11,11,-,-,3,55,1,0
345499,345423,0,11,13,11,-,-,3,11,6,-,-,3,55,0,1
344197,343930,0,6,5,11,12,11,11,11,9,10,2,5,88,1,1
345497,345500,0,8,11,6,11,11,11,7,11,8,7,5,91,1,0
346814,344197,1,5,1,11,8,-,11,11,8,11,-,4,66,1,0
345499,345497,1,5,4,9,-,-,11,11,11,-,-,3,51,1,0
345539,343930,1,8,11,3,5,-,11,6,11,11,-,4,66,1,0
345423,345500,0,12,11,11,-,-,10,7,7,-,-,3,58,0,1
343930,346814,1,7,9,11,9,-,11,11,3,11,-,4,72,1,0
345500,345499,1,9,8,6,-,-,11,11,11,-,-,3,56,1,0
345539,344197,0,11,12,12,-,-,2,10,10,-,-,3,57,0,2
345423,345497,0,11,11,14,-,-,3,6,12,-,-,3,57,0,1
345539,346814,0,11,11,11,-,-,8,5,7,-,-,3,53,0,0
345423,345499,1,4,6,3,-,-,11,11,11,-,-,3,46,1,0
343930,344197,0,11,11,11,-,-,8,7,6,-,-,3,54,0,0
345500,345497,0,11,5,11,12,-,8,11,7,10,-,4,75,0,1
344197,346814,1,11,9,9,8,-,8,11,11,11,-,4,78,0,0
345497,345499,0,11,11,11,-,-,1,9,9,-,-,3,52,0,0
343930,345539,0,12,12,13,-,-,10,10,11,-,-,3,68,0,3
345500,345423,1,7,8,3,-,-,11,11,11,-,-,3,51,1,0
350329,346248,0,8,11,11,11,-,11,4,3,9,-,4,68,1,0
345232,343606,1,6,9,8,-,-,11,11,11,-,-,3,56,1,0
350273,345504,1,7,4,5,-,-,11,11,11,-,-,3,49,1,0
347570,345545,0,11,10,11,11,-,8,12,9,4,-,4,76,0,1
348535,345345,1,7,3,11,5,-,11,11,8,11,-,4,67,1,0
345346,345234,0,11,11,11,-,-,2,9,7,-,-,3,51,0,0
345349,345501,1,6,5,11,11,7,11,11,4,9,11,5,86,1,0
347570,347930,0,11,11,11,-,-,7,6,3,-,-,3,49,0,0
346248,345234,0,7,11,11,11,-,11,7,9,9,-,4,76,1,0
345345,345346,0,11,11,11,-,-,9,8,8,-,-,3,58,0,0
349213,345349,1,10,4,7,-,-,12,11,11,-,-,3,55,1,1
345242,347930,1,9,11,11,11,5,11,13,8,8,11,5,98,1,1
343606,348535,1,9,0,7,-,-,11,11,11,-,-,3,49,1,0
350329,345232,0,11,11,11,-,-,5,8,8,-,-,3,54,0,0
345240,350273,0,11,11,11,-,-,7,9,6,-,-,3,55,0,0
345242,345545,0,7,11,12,11,11,11,8,14,7,5,5,97,1,1
345232,346248,1,8,3,9,-,-,11,11,11,-,-,3,53,1,0
348535,350329,0,5,12,3,11,14,11,10,11,3,12,5,92,1,2
345546,345240,1,11,5,6,-,-,13,11,11,-,-,3,57,1,1
347570,345242,1,11,5,4,-,-,13,11,11,-,-,3,55,1,1
345346,343606,1,7,6,12,11,14,11,11,10,8,16,5,106,1,2
345234,345345,0,11,11,5,11,-,9,9,11,8,-,4,75,0,0
345501,349213,0,11,4,9,11,11,6,11,11,4,8,5,86,0,0
347930,345545,1,8,7,9,-,-,11,11,11,-,-,3,57,1,0
346248,345345,1,2,11,1,-,-,11,13,11,-,-,3,49,1,1
343606,345234,1,5,6,11,11,4,11,11,9,7,11,5,86,1,0
345504,345501,0,10,11,11,12,11,12,8,13,10,9,5,107,1,3
345545,347570,1,11,8,9,11,9,9,11,11,5,11,5,95,0,0
350329,345346,1,9,13,6,11,10,11,11,11,8,12,5,102,1,2
345232,348535,0,11,11,12,-,-,6,6,10,-,-,3,56,0,1
350273,345546,1,9,7,6,-,-,11,11,11,-,-,3,55,1,0
347930,345242,0,11,4,11,11,-,7,11,5,6,-,4,66,0,0
348535,346248,0,11,13,11,-,-,3,11,8,-,-,3,57,0,1
345346,345232,1,7,11,9,4,-,11,8,11,11,-,4,72,1,0
345349,350273,0,10,12,11,11,-,12,10,6,8,-,4,80,1,2
347930,347570,1,11,9,8,10,-,5,11,11,12,-,4,77,0,1
345234,350329,1,8,5,8,-,-,11,11,11,-,-,3,54,1,0
345345,343606,1,10,7,8,-,-,12,11,11,-,-,3,59,1,1
349213,345504,1,12,6,11,7,-,14,11,9,11,-,4,81,1,1
345545,345242,1,6,10,4,-,-,11,12,11,-,-,3,54,1,1
346248,343606,1,6,5,11,9,-,11,11,8,11,-,4,72,1,0
350329,345345,1,3,9,4,-,-,11,11,11,-,-,3,49,1,0
345546,349213,0,11,5,7,11,11,7,11,11,4,9,5,87,0,0
345242,347570,1,6,5,5,-,-,11,11,11,-,-,3,49,1,0
345232,345234,0,8,11,11,7,11,11,4,4,11,9,5,87,1,0
348535,345346,1,8,11,7,4,-,11,8,11,11,-,4,71,1,0
345546,345349,0,11,7,11,11,11,6,11,13,2,9,5,92,0,1
345545,347930,0,9,11,11,9,11,11,4,9,11,9,5,95,1,0
345346,346248,0,11,11,5,11,-,3,2,11,7,-,4,61,0,0
345234,348535,0,8,11,11,11,-,11,6,7,1,-,4,66,1,0
345501,345546,0,8,11,14,11,-,11,8,12,8,-,4,83,1,1
345345,345232,0,11,11,8,11,-,6,8,11,5,-,4,71,0,0
343606,350329,0,11,9,11,11,-,5,11,8,3,-,4,69,0,0
345504,345240,0,11,8,11,7,11,3,11,8,11,6,5,87,0,0
345235,345227,0,11,5,11,14,11,5,11,13,12,7,5,100,0,2
343841,348108,1,7,9,7,-,-,11,11,11,-,-,3,56,1,0
345243,347781,0,11,11,7,11,-,8,7,11,3,-,4,69,0,0
343693,347210,0,11,11,6,11,-,5,8,11,3,-,4,66,0,0
345235,347781,0,11,3,11,14,-,9,11,7,12,-,4,78,0,1
343841,347210,0,11,8,7,11,11,5,11,11,8,6,5,89,0,0
345243,345227,0,11,11,4,6,11,8,8,11,11,7,5,88,0,0
343693,348108,1,11,7,11,10,5,8,11,7,12,11,5,93,0,1
345235,345243,1,6,12,11,6,-,11,14,6,11,-,4,77,1,1
343841,343693,0,11,9,11,11,-,4,11,9,6,-,4,72,0,0
347781,345227,0,4,11,14,11,11,11,7,12,13,8,5,102,1,2
347210,348108,1,4,10,11,6,-,11,12,7,11,-,4,72,1,1
345227,345235,1,11,7,9,12,15,4,11,11,10,17,5,107,0,2
348108,343841,0,11,11,8,6,11,4,6,11,11,6,5,85,0,0
347781,345243,1,9,11,11,10,9,11,6,7,12,11,5,97,1,1
347210,343693,1,4,11,6,12,11,11,8,11,10,13,5,97,1,2
347781,345235,0,11,8,11,11,-,5,11,5,8,-,4,70,0,0
347210,343841,1,9,5,11,15,7,11,11,7,13,11,5,100,1,1
345227,345243,0,12,11,12,-,-,10,8,10,-,-,3,63,0,2
348108,343693,0,11,2,13,6,11,9,11,11,11,2,5,87,0,1
345243,345235,1,10,7,10,-,-,12,11,12,-,-,3,62,1,2
343693,343841,0,11,9,12,6,11,9,11,10,11,9,5,99,0,1
345227,347781,1,11,8,10,10,-,5,11,12,12,-,4,79,0,2
348108,347210,1,11,11,7,13,7,7,3,11,15,11,5,96,0,1
343606,345232,1,6,11,8,11,7,11,8,11,9,11,5,93,1,0
344912,345351,1,9,8,4,-,-,11,11,11,-,-,3,54,1,0
345234,345232,0,11,11,7,11,11,6,9,11,13,8,5,98,0,1
344199,345551,1,8,18,12,10,8,11,16,10,12,11,5,116,1,3
345626,346922,1,11,8,5,7,-,4,11,11,11,-,4,68,0,0
343606,343948,0,11,11,11,-,-,8,4,5,-,-,3,50,0,0
344912,345551,0,9,7,11,11,11,11,11,7,4,9,5,91,1,0
345230,346025,0,8,11,13,6,11,11,8,11,11,8,5,98,1,1
343606,345234,1,12,2,5,10,-,10,11,11,12,-,4,73,0,2
344199,345351,0,4,11,13,11,-,11,7,11,7,-,4,75,1,1
345626,346025,1,8,4,11,11,7,11,11,6,9,11,5,89,1,0
345234,343948,1,13,4,6,-,-,15,11,11,-,-,3,60,1,1
344912,344199,0,8,11,11,11,-,11,7,6,9,-,4,74,1,0
345230,346922,0,11,11,8,11,-,4,9,11,6,-,4,71,0,0
343948,345232,1,11,9,10,7,-,7,11,12,11,-,4,78,0,1
345551,345351,1,8,8,11,3,-,11,11,9,11,-,4,72,1,0
345626,345230,1,10,6,8,-,-,12,11,11,-,-,3,58,1,1
345232,343606,0,11,12,9,12,-,9,10,11,10,-,4,84,0,2
345351,344912,0,11,11,11,-,-,4,7,3,-,-,3,47,0,0
346025,346922,0,11,8,11,11,-,5,11,8,9,-,4,74,0,0
343948,345234,0,11,11,9,11,-,8,8,11,8,-,4,77,0,0
345551,344199,1,5,8,11,11,-,11,11,9,13,-,4,79,1,1
346922,345626,0,11,11,11,-,-,5,6,6,-,-,3,50,0,0
343948,343606,0,11,13,15,-,-,7,11,13,-,-,3,70,0,2
345551,344912,0,11,11,11,-,-,8,5,4,-,-,3,50,0,0
346025,345230,0,11,11,11,-,-,9,7,7,-,-,3,56,0,0
345232,345234,1,9,8,11,9,-,11,11,9,11,-,4,79,1,0
345351,344199,1,11,8,3,8,-,4,11,11,11,-,4,67,0,0
346025,345626,1,7,5,11,11,3,11,11,9,4,11,5,83,1,0
345234,343606,0,11,11,11,-,-,8,7,7,-,-,3,55,0,0
344199,344912,1,4,7,5,-,-,11,11,11,-,-,3,49,1,0
346922,345230,1,13,9,7,8,-,11,11,11,11,-,4,81,0,1
345232,343948,0,11,11,11,-,-,7,8,4,-,-,3,52,0,0
345351,345551,0,11,11,11,-,-,6,5,9,-,-,3,53,0,0
345230,345626,0,11,11,11,-,-,6,7,2,-,-,3,48,0,0
346922,346025,1,9,11,11,6,7,11,9,9,11,11,5,95,1,0
348108,348147,0,11,11,11,-,-,5,9,7,-,-,3,54,0,0
345228,347823,1,11,7,8,9,-,7,11,11,11,-,4,75,0,0
345548,348536,1,6,8,11,7,-,11,11,7,11,-,4,72,1,0
348108,343653,1,12,11,7,9,8,10,8,11,11,11,5,98,0,1
348147,346248,0,11,11,11,-,-,7,9,7,-,-,3,56,0,0
345231,345245,1,11,14,8,11,-,13,12,11,13,-,4,93,1,3
344110,343823,1,9,12,11,3,-,11,14,8,11,-,4,79,1,1
345706,346248,0,3,11,13,6,11,11,6,11,11,5,5,88,1,1
343653,348147,0,11,4,5,11,11,9,11,11,7,9,5,89,0,0
346026,345231,1,8,1,8,-,-,11,11,11,-,-,3,50,1,0
345548,343823,1,6,11,11,7,7,11,6,9,11,11,5,90,1,0
344532,348108,1,9,11,1,4,-,11,9,11,11,-,4,67,1,0
344104,345228,1,8,11,6,8,-,11,7,11,11,-,4,73,1,0
344110,348536,0,11,11,11,-,-,4,9,2,-,-,3,48,0,0
348108,348535,0,11,11,9,11,-,8,6,11,6,-,4,73,0,0
343648,344104,0,11,11,9,11,-,8,9,11,5,-,4,75,0,0
345548,344110,1,7,3,8,-,-,11,11,11,-,-,3,51,1,0
348147,344532,0,11,11,8,13,-,6,9,11,11,-,4,80,0,1
346248,343653,0,11,11,11,-,-,8,8,7,-,-,3,56,0,0
345245,346026,0,11,7,11,11,-,9,11,9,4,-,4,73,0,0
343823,348536,1,11,10,11,-,-,13,12,13,-,-,3,70,1,3
345706,343653,0,11,13,11,12,-,9,15,9,10,-,4,90,0,2
344532,346248,1,11,11,5,4,6,8,9,11,11,11,5,87,0,0
347823,345245,1,11,9,9,11,10,6,11,11,7,12,5,97,0,1
348536,345548,0,16,11,11,-,-,14,7,7,-,-,3,66,0,1
348535,348147,0,11,11,10,11,-,3,5,12,8,-,4,71,0,1
345228,343648,1,8,12,6,-,-,11,14,11,-,-,3,62,1,1
343823,344110,1,9,6,8,-,-,11,11,11,-,-,3,56,1,0
348108,345706,0,4,11,12,12,-,11,4,10,10,-,4,74,1,2
345231,345228,0,11,11,11,-,-,8,5,8,-,-,3,54,0,0
343823,345548,0,10,11,11,4,11,12,8,4,11,7,5,89,1,1
346248,348535,1,9,4,3,-,-,11,11,11,-,-,3,49,1,0
343653,344532,1,11,9,11,10,9,7,11,5,12,11,5,96,0,1
346026,347823,0,8,11,7,11,13,11,8,11,6,11,5,97,1,1
348536,344110,1,9,12,10,11,-,11,10,12,13,-,4,88,1,3
345706,344532,0,11,8,11,13,-,9,11,7,11,-,4,81,0,1
348535,343653,1,8,8,4,-,-,11,11,11,-,-,3,53,1,0
344104,346026,1,7,10,7,-,-,11,12,11,-,-,3,58,1,1
344110,345548,0,11,11,11,-,-,7,4,6,-,-,3,50,0,0
348535,345706,1,9,11,9,-,-,11,13,11,-,-,3,64,1,1
343648,345231,1,9,11,11,9,9,11,9,7,11,11,5,98,1,0
348536,343823,1,11,5,5,7,-,8,11,11,11,-,4,69,0,0
344532,348535,1,7,11,9,12,5,11,9,11,10,11,5,96,1,1
346248,348108,0,11,9,11,9,11,1,11,9,11,9,5,92,0,0
345245,343648,0,6,11,11,11,-,11,8,1,4,-,4,63,1,0
348147,345706,1,14,8,18,5,-,12,11,20,11,-,4,99,0,2
347823,344104,0,14,12,11,7,11,16,10,7,11,7,5,106,1,2
345339,348349,1,11,10,10,8,-,7,12,12,11,-,4,81,0,2
347819,348498,1,6,6,7,-,-,11,11,11,-,-,3,52,1,0
345705,345813,1,9,8,8,-,-,11,11,11,-,-,3,58,1,0
345552,345844,0,12,11,11,-,-,10,8,8,-,-,3,60,0,1
345339,345813,1,8,6,11,6,-,11,11,7,11,-,4,71,1,0
347819,345844,0,11,11,11,-,-,4,3,5,-,-,3,45,0,0
345705,348349,0,7,11,14,2,11,11,6,12,11,9,5,94,1,1
345552,348498,1,7,11,5,-,-,11,13,11,-,-,3,58,1,1
345339,345705,0,11,12,11,11,-,8,10,13,9,-,4,85,0,2
347819,345552,0,7,11,11,11,-,11,7,7,7,-,4,72,1,0
345813,348349,1,8,5,11,11,-,11,11,8,13,-,4,78,1,1
345844,348498,0,12,11,11,-,-,10,6,6,-,-,3,56,0,1
348349,345339,0,11,11,11,-,-,5,7,9,-,-,3,54,0,0
348498,347819,1,11,11,11,11,12,13,7,13,8,14,5,111,1,3
345813,345705,1,6,11,11,6,5,11,5,7,11,11,5,84,1,0
345813,345339,1,7,8,11,7,-,11,11,7,11,-,4,73,1,0
345844,347819,1,7,11,8,8,-,11,9,11,11,-,4,76,1,0
348349,345705,0,5,8,12,11,11,11,11,10,8,8,5,95,1,1
348498,345552,0,11,11,9,11,-,6,9,11,6,-,4,74,0,0
345705,345339,1,6,7,14,5,-,11,11,12,11,-,4,77,1,1
345552,347819,1,9,9,11,5,-,11,11,5,11,-,4,72,1,0
348349,345813,0,11,11,17,9,11,7,13,15,11,5,5,110,0,2
348498,345844,1,8,2,7,-,-,11,11,11,-,-,3,50,1,0
348535,344198,0,11,11,11,-,-,6,9,8,-,-,3,56,0,0
344198,345706,0,11,11,9,9,11,7,8,11,11,7,5,95,0,0
344198,348108,1,4,3,4,-,-,11,11,11,-,-,3,44,1,0
348147,344198,1,11,9,4,5,-,8,11,11,11,-,4,70,0,0
344198,346248,1,6,7,4,-,-,11,11,11,-,-,3,50,1,0
343653,344198,0,11,10,11,11,-,6,12,8,5,-,4,74,0,1
345540,345706,1,8,11,10,-,-,11,13,12,-,-,3,65,1,2
343600,344102,1,11,10,8,11,8,5,12,11,8,11,5,95,0,1
345500,345421,0,11,3,11,11,-,4,11,8,4,-,4,63,0,0
346248,343653,1,11,4,11,5,-,7,11,13,11,-,4,73,0,1
350557,344426,1,11,7,11,10,-,6,11,13,12,-,4,81,0,2
345498,346617,1,11,8,6,7,-,9,11,11,11,-,4,74,0,0
345540,343653,1,11,11,5,3,-,9,13,11,11,-,4,74,0,1
343600,344426,0,7,8,11,11,13,11,11,7,7,11,5,97,1,1
345500,346617,1,6,0,10,-,-,11,11,12,-,-,3,50,1,1
346248,345706,0,11,11,11,-,-,7,9,4,-,-,3,53,0,0
350557,344102,1,11,8,8,7,-,4,11,11,11,-,4,71,0,0
345498,345421,1,11,11,7,4,5,5,9,11,11,11,5,85,0,0
345540,346248,1,2,1,3,-,-,11,11,11,-,-,3,39,1,0
343600,350557,0,11,11,9,11,-,6,6,11,8,-,4,73,0,0
345500,345498,1,11,7,11,7,8,5,11,2,11,11,5,84,0,0
343653,345706,0,11,7,11,11,-,7,11,7,5,-,4,70,0,0
344426,344102,1,8,11,4,6,-,11,6,11,11,-,4,68,1,0
346617,345421,1,7,8,11,12,6,11,11,7,10,11,5,94,1,1
345706,345540,0,12,10,11,11,-,10,12,9,4,-,4,79,0,2
344102,343600,1,11,8,9,12,7,9,11,11,10,11,5,99,0,1
345421,345500,1,7,11,6,3,-,11,7,11,11,-,4,67,1,0
343653,346248,1,8,11,11,11,4,11,8,2,13,11,5,90,1,1
344426,350557,0,12,16,9,11,-,10,14,11,4,-,4,87,0,2
343653,345540,0,11,11,12,-,-,8,3,10,-,-,3,55,0,1
346617,345498,0,11,12,11,-,-,6,10,8,-,-,3,58,0,1
344426,343600,1,1,8,5,-,-,11,11,11,-,-,3,47,1,0
346617,345500,0,11,11,11,-,-,4,3,9,-,-,3,49,0,0
345706,346248,1,10,12,11,5,8,12,10,4,11,11,5,94,1,2
344102,350557,1,8,12,7,-,-,11,14,11,-,-,3,63,1,1
345421,345498,0,11,8,11,11,-,7,11,5,6,-,4,70,0,0
350557,343600,1,11,6,11,7,8,7,11,6,11,11,5,89,0,0
346248,345540,0,4,11,11,12,-,11,8,3,10,-,4,70,1,1
345498,345500,0,11,14,12,-,-,8,12,10,-,-,3,67,0,2
345706,343653,0,2,12,11,7,11,11,10,8,11,7,5,90,1,1
344102,344426,0,11,11,8,11,-,7,9,11,6,-,4,74,0,0
345421,346617,0,11,11,5,12,-,4,9,11,10,-,4,73,0,1
344926,343797,0,11,11,12,6,11,9,4,14,11,8,5,97,0,1
345351,345350,0,7,11,13,6,13,11,6,11,11,11,5,100,1,2
345231,345228,1,7,7,11,9,-,11,11,9,11,-,4,76,1,0
345548,343823,1,5,6,9,-,-,11,11,11,-,-,3,53,1,0
344199,345551,0,13,4,12,11,-,11,11,10,7,-,4,79,0,2
344912,349873,1,8,9,11,8,-,11,11,7,11,-,4,76,1,0
345232,344104,1,11,11,13,5,6,9,7,15,11,11,5,99,0,1
344110,348536,1,9,7,9,-,-,11,11,11,-,-,3,58,1,0
343797,349873,1,11,9,12,11,8,2,11,14,8,11,5,97,0,1
345551,344912,1,11,11,4,9,-,13,7,11,11,-,4,77,1,1
347703,345232,0,10,12,11,11,-,12,10,9,8,-,4,83,1,2
345548,348536,1,2,7,3,-,-,11,11,11,-,-,3,45,1,0
345350,344199,0,10,8,11,13,11,12,11,7,11,4,5,98,1,2
344926,345351,1,7,11,6,8,-,11,8,11,11,-,4,73,1,0
345245,345231,1,11,8,11,8,7,8,11,7,11,11,5,93,0,0
344110,343823,0,11,7,11,12,-,9,11,8,10,-,4,79,0,1
345351,343797,1,10,11,11,11,10,12,4,13,6,12,5,100,1,3
344199,344926,1,13,5,8,-,-,15,11,11,-,-,3,63,1,1
350935,345245,1,7,8,8,-,-,11,11,11,-,-,3,56,1,0
345548,344110,1,8,11,7,10,-,11,5,11,12,-,4,75,1,1
344912,345350,0,9,11,14,11,-,11,4,12,7,-,4,79,1,1
349873,345551,1,9,4,6,-,-,11,11,11,-,-,3,52,1,0
344104,347703,0,11,11,18,9,11,4,13,16,11,4,5,108,0,2
348536,343823,0,11,5,11,11,-,7,11,7,3,-,4,66,0,0
343797,345551,0,11,11,4,13,-,9,6,11,11,-,4,76,0,1
345350,349873,0,11,12,11,-,-,7,10,7,-,-,3,58,0,1
345228,344104,0,11,11,11,-,-,8,9,7,-,-,3,57,0,0
343823,345548,1,9,7,11,11,6,11,11,8,6,11,5,91,1,0
344926,344912,0,11,11,11,-,-,6,7,4,-,-,3,50,0,0
345351,344199,1,2,3,11,9,-,11,11,6,11,-,4,64,1,0
345231,350935,0,12,11,11,-,-,10,9,9,-,-,3,62,0,1
348536,344110,0,11,11,7,11,-,9,8,11,8,-,4,76,0,0
344199,343797,0,11,11,12,-,-,9,6,10,-,-,3,59,0,1
344912,345351,0,11,11,9,11,-,7,9,11,8,-,4,77,0,0
345232,345231,1,8,6,11,14,6,11,11,9,12,11,5,99,1,1
348536,345548,1,2,12,9,-,-,11,14,11,-,-,3,59,1,1
349873,344926,1,11,8,11,7,7,7,11,7,11,11,5,91,0,0
345551,345350,0,12,11,11,8,11,14,7,6,11,4,5,95,1,1
347703,345228,1,3,9,11,1,-,11,11,7,11,-,4,64,1,0
343823,344110,1,6,7,2,-,-,11,11,11,-,-,3,48,1,0
343797,345350,0,11,10,11,11,-,5,12,9,5,-,4,74,0,1
344926,345551,0,11,11,4,11,-,9,6,11,8,-,4,71,0,0
345245,347703,0,11,11,15,-,-,6,7,13,-,-,3,63,0,1
344110,345548,1,5,11,8,11,8,11,3,11,7,11,5,86,1,0
345351,349873,0,11,11,9,11,-,6,6,11,5,-,4,70,0,0
